SITE,DATE,HORA,PM10
Chico Lago,21/04/2014,20,51
Chico Lago,21/04/2014,21,51
Chico Lago,21/04/2014,22,51
Chico Lago,21/04/2014,23,51
Chico Lago,21/04/2014,24,51
Chico Lago,22/04/2014,1,51
Chico Lago,22/04/2014,2,51
Chico Lago,22/04/2014,3,51
Chico Lago,22/04/2014,4,51
Chico Lago,22/04/2014,5,51
Chico Lago,22/04/2014,6,51
Chico Lago,22/04/2014,7,51
Chico Lago,22/04/2014,8,51
Chico Lago,22/04/2014,9,52
Chico Lago,22/04/2014,10,52
Chico Lago,22/04/2014,11,51
Chico Lago,22/04/2014,12,52
Chico Lago,22/04/2014,13,59
Chico Lago,22/04/2014,14,90
Chico Lago,22/04/2014,15,99
Chico Lago,22/04/2014,16,106
Chico Lago,22/04/2014,17,56
Chico Lago,22/04/2014,18,0
Chico Lago,22/04/2014,19,0
Chico Lago,22/04/2014,20,0
Chico Lago,22/04/2014,21,0
Chico Lago,22/04/2014,22,0
Chico Lago,22/04/2014,23,0
Chico Lago,22/04/2014,24,0
Chico Lago,23/04/2014,1,0
Chico Lago,23/04/2014,2,0
Chico Lago,23/04/2014,3,0
Chico Lago,23/04/2014,4,0
Chico Lago,23/04/2014,5,0
Chico Lago,23/04/2014,6,0
Chico Lago,23/04/2014,7,0
Chico Lago,23/04/2014,8,0
Chico Lago,23/04/2014,9,52
Chico Lago,23/04/2014,10,51
Chico Lago,23/04/2014,11,51
Chico Lago,23/04/2014,12,51
Chico Lago,23/04/2014,13,50
Chico Lago,23/04/2014,14,50
Chico Lago,23/04/2014,15,72
Chico Lago,23/04/2014,16,37
Chico Lago,23/04/2014,17,39
Chico Lago,23/04/2014,18,55
Chico Lago,23/04/2014,19,51
Chico Lago,23/04/2014,20,50
Chico Lago,23/04/2014,21,50
Chico Lago,23/04/2014,22,49
Chico Lago,23/04/2014,23,48
Chico Lago,23/04/2014,24,47
Chico Lago,24/04/2014,1,46
Chico Lago,24/04/2014,2,46
Chico Lago,24/04/2014,3,47
Chico Lago,24/04/2014,4,47
Chico Lago,24/04/2014,5,48
Chico Lago,24/04/2014,6,48
Chico Lago,24/04/2014,7,48
Chico Lago,24/04/2014,8,48
Chico Lago,24/04/2014,9,47
Chico Lago,24/04/2014,10,46
Chico Lago,24/04/2014,11,46
Chico Lago,24/04/2014,12,46
Chico Lago,24/04/2014,13,46
Chico Lago,24/04/2014,14,46
Chico Lago,24/04/2014,15,45
Chico Lago,24/04/2014,16,43
Chico Lago,24/04/2014,17,41
Chico Lago,24/04/2014,18,40
Chico Lago,24/04/2014,19,40
Chico Lago,24/04/2014,20,39
Chico Lago,24/04/2014,21,41
Chico Lago,24/04/2014,22,41
Chico Lago,24/04/2014,23,43
Chico Lago,24/04/2014,24,44
Chico Lago,25/04/2014,1,45
Chico Lago,25/04/2014,2,46
Chico Lago,25/04/2014,3,46
Chico Lago,25/04/2014,4,46
Chico Lago,25/04/2014,5,47
Chico Lago,25/04/2014,6,47
Chico Lago,25/04/2014,7,48
Chico Lago,25/04/2014,8,48
Chico Lago,25/04/2014,9,50
Chico Lago,25/04/2014,10,51
Chico Lago,25/04/2014,11,51
Chico Lago,25/04/2014,12,51
Chico Lago,25/04/2014,13,51
Chico Lago,25/04/2014,14,75
Chico Lago,25/04/2014,15,100
Chico Lago,25/04/2014,16,126
Chico Lago,25/04/2014,17,0
Chico Lago,25/04/2014,18,0
Chico Lago,25/04/2014,19,0
Chico Lago,25/04/2014,20,0
Chico Lago,25/04/2014,21,0
Chico Lago,25/04/2014,22,0
Chico Lago,25/04/2014,23,0
Chico Lago,25/04/2014,24,0
Chico Lago,26/04/2014,1,0
Chico Lago,26/04/2014,2,0
Chico Lago,26/04/2014,3,0
Chico Lago,26/04/2014,4,0
Chico Lago,26/04/2014,5,0
Chico Lago,26/04/2014,6,0
Chico Lago,26/04/2014,7,0
Chico Lago,26/04/2014,8,0
Chico Lago,26/04/2014,9,52
Chico Lago,26/04/2014,10,52
Chico Lago,26/04/2014,11,52
Chico Lago,26/04/2014,12,55
Chico Lago,26/04/2014,13,60
Chico Lago,26/04/2014,14,32
Chico Lago,26/04/2014,15,38
Chico Lago,26/04/2014,16,33
Chico Lago,26/04/2014,17,37
Chico Lago,26/04/2014,18,57
Chico Lago,26/04/2014,19,53
Chico Lago,26/04/2014,20,49
Chico Lago,26/04/2014,21,48
Chico Lago,26/04/2014,22,48
Chico Lago,26/04/2014,23,0
Chico Lago,26/04/2014,24,46
Chico Lago,27/04/2014,1,45
Chico Lago,27/04/2014,2,45
Chico Lago,27/04/2014,3,45
Chico Lago,27/04/2014,4,45
Chico Lago,27/04/2014,5,46
Chico Lago,27/04/2014,6,46
Chico Lago,27/04/2014,7,47
Chico Lago,27/04/2014,8,48
Chico Lago,27/04/2014,9,48
Chico Lago,27/04/2014,10,47
Chico Lago,27/04/2014,11,47
Chico Lago,27/04/2014,12,47
Chico Lago,27/04/2014,13,50
Chico Lago,27/04/2014,14,57
Chico Lago,27/04/2014,15,59
Chico Lago,27/04/2014,16,48
Chico Lago,27/04/2014,17,49
Chico Lago,27/04/2014,18,49
Chico Lago,27/04/2014,19,49
Chico Lago,27/04/2014,20,49
Chico Lago,27/04/2014,21,49
Chico Lago,27/04/2014,22,48
Chico Lago,27/04/2014,23,48
Chico Lago,27/04/2014,24,48
Chico Lago,28/04/2014,1,48
Chico Lago,28/04/2014,2,48
Chico Lago,28/04/2014,3,49
Chico Lago,28/04/2014,4,48
Chico Lago,28/04/2014,5,50
Chico Lago,28/04/2014,6,50
Chico Lago,28/04/2014,7,50
Chico Lago,28/04/2014,8,50
Chico Lago,28/04/2014,9,51
Chico Lago,28/04/2014,10,51
Chico Lago,28/04/2014,11,52
Chico Lago,28/04/2014,12,52
Chico Lago,28/04/2014,13,53
Chico Lago,28/04/2014,14,53
Chico Lago,28/04/2014,15,54
Chico Lago,28/04/2014,16,58
Chico Lago,28/04/2014,17,37
Chico Lago,28/04/2014,18,54
Chico Lago,28/04/2014,19,54
Chico Lago,28/04/2014,20,54
Chico Lago,28/04/2014,21,54
Chico Lago,28/04/2014,22,54
Chico Lago,28/04/2014,23,54
Chico Lago,28/04/2014,24,54
Chico Lago,29/04/2014,1,54
Chico Lago,29/04/2014,2,54
Chico Lago,29/04/2014,3,54
Chico Lago,29/04/2014,4,54
Chico Lago,29/04/2014,5,53
Chico Lago,29/04/2014,6,52
Chico Lago,29/04/2014,7,52
Chico Lago,29/04/2014,8,52
Chico Lago,29/04/2014,9,51
Chico Lago,29/04/2014,10,51
Chico Lago,29/04/2014,11,51
Chico Lago,29/04/2014,12,52
Chico Lago,29/04/2014,13,32
Chico Lago,29/04/2014,14,73
Chico Lago,29/04/2014,15,79
Chico Lago,29/04/2014,16,38
Chico Lago,29/04/2014,17,50
Chico Lago,29/04/2014,18,49
Chico Lago,29/04/2014,19,50
Chico Lago,29/04/2014,20,50
Chico Lago,29/04/2014,21,50
Chico Lago,29/04/2014,22,51
Chico Lago,29/04/2014,23,50
Chico Lago,29/04/2014,24,50
Chico Lago,30/04/2014,1,50
Chico Lago,30/04/2014,2,50
Chico Lago,30/04/2014,3,49
Chico Lago,30/04/2014,4,48
Chico Lago,30/04/2014,5,48
Chico Lago,30/04/2014,6,48
Chico Lago,30/04/2014,7,48
Chico Lago,30/04/2014,8,47
Chico Lago,30/04/2014,9,47
Chico Lago,30/04/2014,10,47
Chico Lago,30/04/2014,11,48
Chico Lago,30/04/2014,12,55
Chico Lago,30/04/2014,13,33
Chico Lago,30/04/2014,14,33
Chico Lago,30/04/2014,15,0
Chico Lago,30/04/2014,16,0
Chico Lago,30/04/2014,17,0
Chico Lago,30/04/2014,18,0
Chico Lago,30/04/2014,19,50
Chico Lago,30/04/2014,20,51
Chico Lago,30/04/2014,21,50
Chico Lago,30/04/2014,22,50
Chico Lago,30/04/2014,23,50
Chico Lago,30/04/2014,24,50
Chico Lago,1/05/2014,1,50
Chico Lago,1/05/2014,2,50
Chico Lago,1/05/2014,3,50
Chico Lago,1/05/2014,4,51
Chico Lago,1/05/2014,5,51
Chico Lago,1/05/2014,6,51
Chico Lago,1/05/2014,7,52
Chico Lago,1/05/2014,8,52
Chico Lago,1/05/2014,9,51
Chico Lago,1/05/2014,10,50
Chico Lago,1/05/2014,11,49
Chico Lago,1/05/2014,12,48
Chico Lago,1/05/2014,13,50
Chico Lago,1/05/2014,14,60
Chico Lago,1/05/2014,15,37
Chico Lago,1/05/2014,16,53
Chico Lago,1/05/2014,17,54
Chico Lago,1/05/2014,18,50
Chico Lago,1/05/2014,19,44
Chico Lago,1/05/2014,20,43
Chico Lago,1/05/2014,21,44
Chico Lago,1/05/2014,22,44
Chico Lago,1/05/2014,23,45
Chico Lago,1/05/2014,24,45
Chico Lago,2/05/2014,1,46
Chico Lago,2/05/2014,2,47
Chico Lago,2/05/2014,3,48
Chico Lago,2/05/2014,4,48
Chico Lago,2/05/2014,5,48
Chico Lago,2/05/2014,6,48
Chico Lago,2/05/2014,7,47
Chico Lago,2/05/2014,8,49
Chico Lago,2/05/2014,9,50
Chico Lago,2/05/2014,10,51
Chico Lago,2/05/2014,11,52
Chico Lago,2/05/2014,12,52
Chico Lago,2/05/2014,13,52
Chico Lago,2/05/2014,14,53
Chico Lago,2/05/2014,15,54
Chico Lago,2/05/2014,16,53
Chico Lago,2/05/2014,17,52
Chico Lago,2/05/2014,18,53
Chico Lago,2/05/2014,19,55
Chico Lago,2/05/2014,20,54
Chico Lago,2/05/2014,21,55
Chico Lago,2/05/2014,22,55
Chico Lago,2/05/2014,23,56
Chico Lago,2/05/2014,24,56
Chico Lago,3/05/2014,1,57
Chico Lago,3/05/2014,2,57
Chico Lago,3/05/2014,3,57
Chico Lago,3/05/2014,4,58
Chico Lago,3/05/2014,5,58
Chico Lago,3/05/2014,6,59
Chico Lago,3/05/2014,7,59
Chico Lago,3/05/2014,8,59
Chico Lago,3/05/2014,9,60
Chico Lago,3/05/2014,10,60
Chico Lago,3/05/2014,11,59
Chico Lago,3/05/2014,12,59
Chico Lago,3/05/2014,13,59
Chico Lago,3/05/2014,14,59
Chico Lago,3/05/2014,15,60
Chico Lago,3/05/2014,16,37
Chico Lago,3/05/2014,17,37
Chico Lago,3/05/2014,18,37
Chico Lago,3/05/2014,19,60
Chico Lago,3/05/2014,20,60
Chico Lago,3/05/2014,21,59
Chico Lago,3/05/2014,22,58
Chico Lago,3/05/2014,23,58
Chico Lago,3/05/2014,24,57
Chico Lago,4/05/2014,1,56
Chico Lago,4/05/2014,2,56
Chico Lago,4/05/2014,3,56
Chico Lago,4/05/2014,4,56
Chico Lago,4/05/2014,5,56
Chico Lago,4/05/2014,6,56
Chico Lago,4/05/2014,7,56
Chico Lago,4/05/2014,8,56
Chico Lago,4/05/2014,9,56
Chico Lago,4/05/2014,10,56
Chico Lago,4/05/2014,11,55
Chico Lago,4/05/2014,12,55
Chico Lago,4/05/2014,13,55
Chico Lago,4/05/2014,14,57
Chico Lago,4/05/2014,15,55
Chico Lago,4/05/2014,16,57
Chico Lago,4/05/2014,17,54
Chico Lago,4/05/2014,18,58
Chico Lago,4/05/2014,19,54
Chico Lago,4/05/2014,20,54
Chico Lago,4/05/2014,21,54
Chico Lago,4/05/2014,22,55
Chico Lago,4/05/2014,23,56
Chico Lago,4/05/2014,24,56
Chico Lago,5/05/2014,1,56
Chico Lago,5/05/2014,2,55
Chico Lago,5/05/2014,3,54
Chico Lago,5/05/2014,4,0
Chico Lago,5/05/2014,5,52
Chico Lago,5/05/2014,6,51
Chico Lago,5/05/2014,7,0
Chico Lago,5/05/2014,8,0
Chico Lago,5/05/2014,9,0
Chico Lago,5/05/2014,10,0
Chico Lago,5/05/2014,11,0
Chico Lago,5/05/2014,12,0
Chico Lago,5/05/2014,13,0
Chico Lago,5/05/2014,14,0
Chico Lago,5/05/2014,15,0
Chico Lago,5/05/2014,16,0
Chico Lago,5/05/2014,17,0
Chico Lago,5/05/2014,18,54
Chico Lago,5/05/2014,19,40
Chico Lago,5/05/2014,20,0
Chico Lago,5/05/2014,21,0
Chico Lago,5/05/2014,22,0
Chico Lago,5/05/2014,23,0
Chico Lago,5/05/2014,24,0
Chico Lago,6/05/2014,1,0
Chico Lago,6/05/2014,2,0
Chico Lago,6/05/2014,3,0
Chico Lago,6/05/2014,4,0
Chico Lago,6/05/2014,5,0
Chico Lago,6/05/2014,6,0
Chico Lago,6/05/2014,7,0
Chico Lago,6/05/2014,8,0
Chico Lago,6/05/2014,9,0
Chico Lago,6/05/2014,10,25
Chico Lago,6/05/2014,11,24
Chico Lago,6/05/2014,12,25
Chico Lago,6/05/2014,13,30
Chico Lago,6/05/2014,14,29
Chico Lago,6/05/2014,15,40
Chico Lago,6/05/2014,16,52
Chico Lago,6/05/2014,17,51
Chico Lago,6/05/2014,18,52
Chico Lago,6/05/2014,19,54
Chico Lago,6/05/2014,20,21
Chico Lago,6/05/2014,21,33
Chico Lago,6/05/2014,22,21
Chico Lago,6/05/2014,23,21
Chico Lago,6/05/2014,24,21
Chico Lago,7/05/2014,1,21
Chico Lago,7/05/2014,2,21
Chico Lago,7/05/2014,3,21
Chico Lago,7/05/2014,4,21
Chico Lago,7/05/2014,5,22
Chico Lago,7/05/2014,6,22
Chico Lago,7/05/2014,7,22
Chico Lago,7/05/2014,8,23
Chico Lago,7/05/2014,9,23
Chico Lago,7/05/2014,10,25
Chico Lago,7/05/2014,11,25
Chico Lago,7/05/2014,12,29
Chico Lago,7/05/2014,13,38
Chico Lago,7/05/2014,14,57
Chico Lago,7/05/2014,15,71
Chico Lago,7/05/2014,16,83
Chico Lago,7/05/2014,17,83
Chico Lago,7/05/2014,18,42
Chico Lago,7/05/2014,19,31
Chico Lago,7/05/2014,20,32
Chico Lago,7/05/2014,21,34
Chico Lago,7/05/2014,22,33
Chico Lago,7/05/2014,23,33
Chico Lago,7/05/2014,24,33
Chico Lago,8/05/2014,1,32
Chico Lago,8/05/2014,2,32
Chico Lago,8/05/2014,3,31
Chico Lago,8/05/2014,4,31
Chico Lago,8/05/2014,5,30
Chico Lago,8/05/2014,6,30
Chico Lago,8/05/2014,7,30
Chico Lago,8/05/2014,8,30
Chico Lago,8/05/2014,9,29
Chico Lago,8/05/2014,10,29
Chico Lago,8/05/2014,11,29
Chico Lago,8/05/2014,12,30
Chico Lago,8/05/2014,13,39
Chico Lago,8/05/2014,14,47
Chico Lago,8/05/2014,15,49
Chico Lago,8/05/2014,16,47
Chico Lago,8/05/2014,17,48
Chico Lago,8/05/2014,18,36
Chico Lago,8/05/2014,19,28
Chico Lago,8/05/2014,20,23
Chico Lago,8/05/2014,21,22
Chico Lago,8/05/2014,22,23
Chico Lago,8/05/2014,23,23
Chico Lago,8/05/2014,24,24
Chico Lago,9/05/2014,1,26
Chico Lago,9/05/2014,2,28
Chico Lago,9/05/2014,3,29
Chico Lago,9/05/2014,4,30
Chico Lago,9/05/2014,5,32
Chico Lago,9/05/2014,6,32
Chico Lago,9/05/2014,7,33
Chico Lago,9/05/2014,8,35
Chico Lago,9/05/2014,9,36
Chico Lago,9/05/2014,10,37
Chico Lago,9/05/2014,11,36
Chico Lago,9/05/2014,12,37
Chico Lago,9/05/2014,13,55
Chico Lago,9/05/2014,14,69
Chico Lago,9/05/2014,15,80
Chico Lago,9/05/2014,16,75
Chico Lago,9/05/2014,17,91
Chico Lago,9/05/2014,18,84
Chico Lago,9/05/2014,19,47
Chico Lago,9/05/2014,20,59
Chico Lago,9/05/2014,21,45
Chico Lago,9/05/2014,22,45
Chico Lago,9/05/2014,23,45
Chico Lago,9/05/2014,24,46
Chico Lago,10/05/2014,1,46
Chico Lago,10/05/2014,2,46
Chico Lago,10/05/2014,3,46
Chico Lago,10/05/2014,4,45
Chico Lago,10/05/2014,5,44
Chico Lago,10/05/2014,6,44
Chico Lago,10/05/2014,7,43
Chico Lago,10/05/2014,8,42
Chico Lago,10/05/2014,9,42
Chico Lago,10/05/2014,10,40
Chico Lago,10/05/2014,11,40
Chico Lago,10/05/2014,12,39
Chico Lago,10/05/2014,13,40
Chico Lago,10/05/2014,14,49
Chico Lago,10/05/2014,15,51
Chico Lago,10/05/2014,16,37
Chico Lago,10/05/2014,17,36
Chico Lago,10/05/2014,18,34
Chico Lago,10/05/2014,19,34
Chico Lago,10/05/2014,20,33
Chico Lago,10/05/2014,21,33
Chico Lago,10/05/2014,22,34
Chico Lago,10/05/2014,23,33
Chico Lago,10/05/2014,24,33
Chico Lago,11/05/2014,1,32
Chico Lago,11/05/2014,2,31
Chico Lago,11/05/2014,3,31
Chico Lago,11/05/2014,4,31
Chico Lago,11/05/2014,5,32
Chico Lago,11/05/2014,6,32
Chico Lago,11/05/2014,7,33
Chico Lago,11/05/2014,8,32
Chico Lago,11/05/2014,9,32
Chico Lago,11/05/2014,10,33
Chico Lago,11/05/2014,11,33
Chico Lago,11/05/2014,12,42
Chico Lago,11/05/2014,13,48
Chico Lago,11/05/2014,14,34
Chico Lago,11/05/2014,15,69
Chico Lago,11/05/2014,16,76
Chico Lago,11/05/2014,17,74
Chico Lago,11/05/2014,18,40
Chico Lago,11/05/2014,19,58
Chico Lago,11/05/2014,20,50
Chico Lago,11/05/2014,21,39
Chico Lago,11/05/2014,22,41
Chico Lago,11/05/2014,23,39
Chico Lago,11/05/2014,24,40
Chico Lago,12/05/2014,1,40
Chico Lago,12/05/2014,2,40
Chico Lago,12/05/2014,3,40
Chico Lago,12/05/2014,4,40
Chico Lago,12/05/2014,5,40
Chico Lago,12/05/2014,6,40
Chico Lago,12/05/2014,7,40
Chico Lago,12/05/2014,8,41
Chico Lago,12/05/2014,9,41
Chico Lago,12/05/2014,10,41
Chico Lago,12/05/2014,11,42
Chico Lago,12/05/2014,12,41
Chico Lago,12/05/2014,13,50
Chico Lago,12/05/2014,14,53
Chico Lago,12/05/2014,15,49
Chico Lago,12/05/2014,16,56
Chico Lago,12/05/2014,17,55
Chico Lago,12/05/2014,18,38
Chico Lago,12/05/2014,19,39
Chico Lago,12/05/2014,20,38
Chico Lago,12/05/2014,21,37
Chico Lago,12/05/2014,22,38
Chico Lago,12/05/2014,23,39
Chico Lago,12/05/2014,24,40
Chico Lago,13/05/2014,1,40
Chico Lago,13/05/2014,2,41
Chico Lago,13/05/2014,3,42
Chico Lago,13/05/2014,4,42
Chico Lago,13/05/2014,5,42
Chico Lago,13/05/2014,6,43
Chico Lago,13/05/2014,7,43
Chico Lago,13/05/2014,8,44
Chico Lago,13/05/2014,9,45
Chico Lago,13/05/2014,10,45
Chico Lago,13/05/2014,11,45
Chico Lago,13/05/2014,12,45
Chico Lago,13/05/2014,13,55
Chico Lago,13/05/2014,14,54
Chico Lago,13/05/2014,15,51
Chico Lago,13/05/2014,16,51
Chico Lago,13/05/2014,17,51
Chico Lago,13/05/2014,18,50
Chico Lago,13/05/2014,19,44
Chico Lago,13/05/2014,20,50
Chico Lago,13/05/2014,21,44
Chico Lago,13/05/2014,22,45
Chico Lago,13/05/2014,23,45
Chico Lago,13/05/2014,24,46
Chico Lago,14/05/2014,1,46
Chico Lago,14/05/2014,2,46
Chico Lago,14/05/2014,3,46
Chico Lago,14/05/2014,4,45
Chico Lago,14/05/2014,5,45
Chico Lago,14/05/2014,6,44
Chico Lago,14/05/2014,7,43
Chico Lago,14/05/2014,8,41
Chico Lago,14/05/2014,9,41
Chico Lago,14/05/2014,10,41
Chico Lago,14/05/2014,11,42
Chico Lago,14/05/2014,12,51
Chico Lago,14/05/2014,13,44
Chico Lago,14/05/2014,14,45
Chico Lago,14/05/2014,15,0
Chico Lago,14/05/2014,16,0
Chico Lago,14/05/2014,17,44
Chico Lago,14/05/2014,18,44
Chico Lago,14/05/2014,19,44
Chico Lago,14/05/2014,20,44
Chico Lago,14/05/2014,21,43
Chico Lago,14/05/2014,22,42
Chico Lago,14/05/2014,23,41
Chico Lago,14/05/2014,24,39
Chico Lago,15/05/2014,1,38
Chico Lago,15/05/2014,2,37
Chico Lago,15/05/2014,3,37
Chico Lago,15/05/2014,4,37
Chico Lago,15/05/2014,5,36
Chico Lago,15/05/2014,6,36
Chico Lago,15/05/2014,7,36
Chico Lago,15/05/2014,8,36
Chico Lago,15/05/2014,9,35
Chico Lago,15/05/2014,10,35
Chico Lago,15/05/2014,11,34
Chico Lago,15/05/2014,12,39
Chico Lago,15/05/2014,13,40
Chico Lago,15/05/2014,14,73
Chico Lago,15/05/2014,15,93
Chico Lago,15/05/2014,16,91
Chico Lago,15/05/2014,17,33
Chico Lago,15/05/2014,18,70
Chico Lago,15/05/2014,19,52
Chico Lago,15/05/2014,20,43
Chico Lago,15/05/2014,21,34
Chico Lago,15/05/2014,22,34
Chico Lago,15/05/2014,23,34
Chico Lago,15/05/2014,24,34
Chico Lago,16/05/2014,1,34
Chico Lago,16/05/2014,2,34
Chico Lago,16/05/2014,3,34
Chico Lago,16/05/2014,4,34
Chico Lago,16/05/2014,5,34
Chico Lago,16/05/2014,6,35
Chico Lago,16/05/2014,7,35
Chico Lago,16/05/2014,8,34
Chico Lago,16/05/2014,9,34
Chico Lago,16/05/2014,10,33
Chico Lago,16/05/2014,11,32
Chico Lago,16/05/2014,12,31
Chico Lago,16/05/2014,13,40
Chico Lago,16/05/2014,14,42
Chico Lago,16/05/2014,15,31
Chico Lago,16/05/2014,16,31
Chico Lago,16/05/2014,17,30
Chico Lago,16/05/2014,18,30
Chico Lago,16/05/2014,19,29
Chico Lago,16/05/2014,20,28
Chico Lago,16/05/2014,21,28
Chico Lago,16/05/2014,22,30
Chico Lago,16/05/2014,23,31
Chico Lago,16/05/2014,24,33
Chico Lago,17/05/2014,1,33
Chico Lago,17/05/2014,2,33
Chico Lago,17/05/2014,3,33
Chico Lago,17/05/2014,4,34
Chico Lago,17/05/2014,5,35
Chico Lago,17/05/2014,6,35
Chico Lago,17/05/2014,7,36
Chico Lago,17/05/2014,8,38
Chico Lago,17/05/2014,9,39
Chico Lago,17/05/2014,10,39
Chico Lago,17/05/2014,11,40
Chico Lago,17/05/2014,12,40
Chico Lago,17/05/2014,13,39
Chico Lago,17/05/2014,14,39
Chico Lago,17/05/2014,15,40
Chico Lago,17/05/2014,16,40
Chico Lago,17/05/2014,17,40
Chico Lago,17/05/2014,18,40
Chico Lago,17/05/2014,19,44
Chico Lago,17/05/2014,20,41
Chico Lago,17/05/2014,21,41
Chico Lago,17/05/2014,22,40
Chico Lago,17/05/2014,23,40
Chico Lago,17/05/2014,24,40
Chico Lago,18/05/2014,1,41
Chico Lago,18/05/2014,2,41
Chico Lago,18/05/2014,3,42
Chico Lago,18/05/2014,4,43
Chico Lago,18/05/2014,5,43
Chico Lago,18/05/2014,6,43
Chico Lago,18/05/2014,7,42
Chico Lago,18/05/2014,8,42
Chico Lago,18/05/2014,9,42
Chico Lago,18/05/2014,10,42
Chico Lago,18/05/2014,11,43
Chico Lago,18/05/2014,12,44
Chico Lago,18/05/2014,13,44
Chico Lago,18/05/2014,14,43
Chico Lago,18/05/2014,15,43
Chico Lago,18/05/2014,16,43
Chico Lago,18/05/2014,17,42
Chico Lago,18/05/2014,18,42
Chico Lago,18/05/2014,19,42
Chico Lago,18/05/2014,20,42
Chico Lago,18/05/2014,21,42
Chico Lago,18/05/2014,22,41
Chico Lago,18/05/2014,23,39
Chico Lago,18/05/2014,24,38
Chico Lago,19/05/2014,1,37
Chico Lago,19/05/2014,2,36
Chico Lago,19/05/2014,3,35
Chico Lago,19/05/2014,4,34
Chico Lago,19/05/2014,5,33
Chico Lago,19/05/2014,6,33
Chico Lago,19/05/2014,7,32
Chico Lago,19/05/2014,8,32
Chico Lago,19/05/2014,9,31
Chico Lago,19/05/2014,10,32
Chico Lago,19/05/2014,11,31
Chico Lago,19/05/2014,12,32
Chico Lago,19/05/2014,13,32
Chico Lago,19/05/2014,14,37
Chico Lago,19/05/2014,15,37
Chico Lago,19/05/2014,16,40
Chico Lago,19/05/2014,17,38
Chico Lago,19/05/2014,18,39
Chico Lago,19/05/2014,19,42
Chico Lago,19/05/2014,20,44
Chico Lago,19/05/2014,21,35
Chico Lago,19/05/2014,22,35
Chico Lago,19/05/2014,23,36
Chico Lago,19/05/2014,24,35
Chico Lago,20/05/2014,1,35
Chico Lago,20/05/2014,2,35
Chico Lago,20/05/2014,3,35
Chico Lago,20/05/2014,4,35
Chico Lago,20/05/2014,5,34
Chico Lago,20/05/2014,6,34
Chico Lago,20/05/2014,7,33
Chico Lago,20/05/2014,8,32
Chico Lago,20/05/2014,9,32
Chico Lago,20/05/2014,10,31
Chico Lago,20/05/2014,11,30
Chico Lago,20/05/2014,12,30
Chico Lago,20/05/2014,13,30
Chico Lago,20/05/2014,14,35
Chico Lago,20/05/2014,15,39
Chico Lago,20/05/2014,16,32
Chico Lago,20/05/2014,17,30
Chico Lago,20/05/2014,18,29
Chico Lago,20/05/2014,19,29
Chico Lago,20/05/2014,20,28
Chico Lago,20/05/2014,21,28
Chico Lago,20/05/2014,22,28
Chico Lago,20/05/2014,23,27
Chico Lago,20/05/2014,24,27
Chico Lago,21/05/2014,1,28
Chico Lago,21/05/2014,2,27
Chico Lago,21/05/2014,3,27
Chico Lago,21/05/2014,4,27
Chico Lago,21/05/2014,5,27
Chico Lago,21/05/2014,6,27
Chico Lago,21/05/2014,7,28
Chico Lago,21/05/2014,8,28
Chico Lago,21/05/2014,9,28
Chico Lago,21/05/2014,10,29
Chico Lago,21/05/2014,11,28
Chico Lago,21/05/2014,12,0
Chico Lago,21/05/2014,13,0
Chico Lago,21/05/2014,14,0
Chico Lago,21/05/2014,15,0
Chico Lago,21/05/2014,16,0
Chico Lago,21/05/2014,17,0
Chico Lago,21/05/2014,18,0
Chico Lago,21/05/2014,19,0
Chico Lago,21/05/2014,20,52
Chico Lago,21/05/2014,21,38
Chico Lago,21/05/2014,22,32
Chico Lago,21/05/2014,23,33
Chico Lago,21/05/2014,24,33
Chico Lago,22/05/2014,1,33
Chico Lago,22/05/2014,2,33
Chico Lago,22/05/2014,3,33
Chico Lago,22/05/2014,4,34
Chico Lago,22/05/2014,5,34
Chico Lago,22/05/2014,6,34
Chico Lago,22/05/2014,7,34
Chico Lago,22/05/2014,8,34
Chico Lago,22/05/2014,9,34
Chico Lago,22/05/2014,10,34
Chico Lago,22/05/2014,11,34
Chico Lago,22/05/2014,12,42
Chico Lago,22/05/2014,13,56
Chico Lago,22/05/2014,14,37
Chico Lago,22/05/2014,15,39
Chico Lago,22/05/2014,16,39
Chico Lago,22/05/2014,17,54
Chico Lago,22/05/2014,18,51
Chico Lago,22/05/2014,19,41
Chico Lago,22/05/2014,20,35
Chico Lago,22/05/2014,21,35
Chico Lago,22/05/2014,22,34
Chico Lago,22/05/2014,23,34
Chico Lago,22/05/2014,24,35
Chico Lago,23/05/2014,1,35
Chico Lago,23/05/2014,2,35
Chico Lago,23/05/2014,3,35
Chico Lago,23/05/2014,4,36
Chico Lago,23/05/2014,5,0
Chico Lago,23/05/2014,6,0
Chico Lago,23/05/2014,7,0
Chico Lago,23/05/2014,8,0
Chico Lago,23/05/2014,9,36
Chico Lago,23/05/2014,10,35
Chico Lago,23/05/2014,11,35
Chico Lago,23/05/2014,12,35
Chico Lago,23/05/2014,13,34
Chico Lago,23/05/2014,14,45
Chico Lago,23/05/2014,15,59
Chico Lago,23/05/2014,16,40
Chico Lago,23/05/2014,17,32
Chico Lago,23/05/2014,18,58
Chico Lago,23/05/2014,19,37
Chico Lago,23/05/2014,20,34
Chico Lago,23/05/2014,21,30
Chico Lago,23/05/2014,22,30
Chico Lago,23/05/2014,23,29
Chico Lago,23/05/2014,24,29
Chico Lago,24/05/2014,1,29
Chico Lago,24/05/2014,2,29
Chico Lago,24/05/2014,3,29
